month,make,importer_type,fuel_type,vehicle_type,number
2016-01,ALFA ROMEO,,Petrol,Hatchback,3
2016-01,ALPINA,,Petrol,Hatchback,0
2016-01,ASTON MARTIN,,Petrol,Hatchback,0
2016-01,AUDI,,Petrol,Hatchback,45
2016-01,B.M.W.,,Petrol,Hatchback,5
2016-01,B.M.W.,,Diesel,Hatchback,72
2016-01,B.M.W.,,Others,Hatchback,0
2016-01,BENTLEY,,Petrol,Hatchback,0
2016-01,CHERY,,Petrol,Hatchback,3
2016-01,CHEVROLET,,Petrol,Hatchback,0
2016-01,CHRYSLER,,Diesel,Hatchback,0
2016-01,CITROEN,,Petrol,Hatchback,0
2016-01,CITROEN,,Diesel,Hatchback,0
2016-01,DAIHATSU,,Petrol,Hatchback,0
2016-01,FERRARI,,Petrol,Hatchback,0
2016-01,FIAT,,Petrol,Hatchback,0
2016-01,FORD,,Petrol,Hatchback,4
2016-01,HONDA,,Petrol,Hatchback,183
2016-01,HONDA,,Others,Hatchback,0
2016-01,HYUNDAI,,Petrol,Hatchback,8
2016-01,HYUNDAI,,Diesel,Hatchback,0
2016-01,INFINITI,,Petrol,Hatchback,0
2016-01,JAGUAR,,Petrol,Hatchback,0
2016-01,JAGUAR,,Diesel,Hatchback,0
2016-01,JEEP,,Petrol,Hatchback,0
2016-01,KIA,,Petrol,Hatchback,2
2016-01,KIA,,Diesel,Hatchback,0
2016-01,KOENIGSEGG,,Petrol,Hatchback,0
2016-01,LAMBORGHINI,,Petrol,Hatchback,0
2016-01,LAND ROVER,,Petrol,Hatchback,0
2016-01,LAND ROVER,,Diesel,Hatchback,0
2016-01,M.G.,,Petrol,Hatchback,0
2016-01,MASERATI,,Petrol,Hatchback,0
2016-01,MASERATI,,Diesel,Hatchback,0
2016-01,MAZDA,,Petrol,Hatchback,77
2016-01,MAZDA,,Diesel,Hatchback,0
2016-01,Mclaren,,Petrol,Hatchback,0
2016-01,MERCEDES BENZ,,Petrol,Hatchback,80
2016-01,MERCEDES BENZ,,Diesel,Hatchback,0
2016-01,MERCEDES BENZ,,Others,Hatchback,0
2016-01,MINI,,Petrol,Hatchback,23
2016-01,MINI,,Diesel,Hatchback,4
2016-01,MITSUBISHI,,Petrol,Hatchback,0
2016-01,MITSUBISHI,,Others,Hatchback,0
2016-01,NISSAN,,Petrol,Hatchback,68
2016-01,NISSAN,,Others,Hatchback,0
2016-01,OPEL,,Petrol,Hatchback,2
2016-01,PERODUA,,Petrol,Hatchback,1
2016-01,PEUGEOT,,Petrol,Hatchback,5
2016-01,PEUGEOT,,Diesel,Hatchback,0
2016-01,PORSCHE,,Petrol,Hatchback,0
2016-01,PORSCHE,,Diesel,Hatchback,0
2016-01,RENAULT,,Petrol,Hatchback,0
2016-01,RENAULT,,Diesel,Hatchback,8
2016-01,ROLLS ROYCE,,Petrol,Hatchback,0
2016-01,SSANGYONG,,Petrol,Hatchback,0
2016-01,SSANGYONG,,Diesel,Hatchback,0
2016-01,SUBARU,,Petrol,Hatchback,0
2016-01,SUZUKI,,Petrol,Hatchback,19
2016-01,TESLA,,Others,Hatchback,0
2016-01,TOYOTA,,Petrol,Hatchback,0
2016-01,TOYOTA,,Diesel,Hatchback,0
2016-01,TOYOTA,,Others,Hatchback,26
2016-01,TRIUMPH,,Petrol,Hatchback,0
2016-01,VOLKSWAGEN,,Petrol,Hatchback,93
2016-01,VOLKSWAGEN,,Diesel,Hatchback,0
2016-01,VOLVO,,Petrol,Hatchback,47
2016-01,VOLVO,,Diesel,Hatchback,0
2016-01,ALFA ROMEO,,Petrol,Sedan,0
2016-01,ALPINA,,Petrol,Sedan,0
2016-01,ASTON MARTIN,,Petrol,Sedan,0
2016-01,AUDI,,Petrol,Sedan,90
2016-01,B.M.W.,,Petrol,Sedan,88
2016-01,B.M.W.,,Diesel,Sedan,2
2016-01,B.M.W.,,Others,Sedan,0
2016-01,BENTLEY,,Petrol,Sedan,4
2016-01,CHERY,,Petrol,Sedan,0
2016-01,CHEVROLET,,Petrol,Sedan,33
2016-01,CHRYSLER,,Diesel,Sedan,0
2016-01,CITROEN,,Petrol,Sedan,0
2016-01,CITROEN,,Diesel,Sedan,0
2016-01,DAIHATSU,,Petrol,Sedan,0
2016-01,FERRARI,,Petrol,Sedan,0
2016-01,FIAT,,Petrol,Sedan,0
2016-01,FORD,,Petrol,Sedan,2
2016-01,HONDA,,Petrol,Sedan,55
2016-01,HONDA,,Others,Sedan,0
2016-01,HYUNDAI,,Petrol,Sedan,215
2016-01,HYUNDAI,,Diesel,Sedan,0
2016-01,INFINITI,,Petrol,Sedan,31
2016-01,JAGUAR,,Petrol,Sedan,28
2016-01,JAGUAR,,Diesel,Sedan,14
2016-01,JEEP,,Petrol,Sedan,0
2016-01,KIA,,Petrol,Sedan,91
2016-01,KIA,,Diesel,Sedan,0
2016-01,KOENIGSEGG,,Petrol,Sedan,0
2016-01,LAMBORGHINI,,Petrol,Sedan,0
2016-01,LAND ROVER,,Petrol,Sedan,0
2016-01,LAND ROVER,,Diesel,Sedan,0
2016-01,M.G.,,Petrol,Sedan,0
2016-01,MASERATI,,Petrol,Sedan,9
2016-01,MASERATI,,Diesel,Sedan,0
2016-01,MAZDA,,Petrol,Sedan,389
2016-01,MAZDA,,Diesel,Sedan,0
2016-01,Mclaren,,Petrol,Sedan,0
2016-01,MERCEDES BENZ,,Petrol,Sedan,438
2016-01,MERCEDES BENZ,,Diesel,Sedan,0
2016-01,MERCEDES BENZ,,Others,Sedan,1
2016-01,MINI,,Petrol,Sedan,0
2016-01,MINI,,Diesel,Sedan,0
2016-01,MITSUBISHI,,Petrol,Sedan,120
2016-01,MITSUBISHI,,Others,Sedan,0
2016-01,NISSAN,,Petrol,Sedan,223
2016-01,NISSAN,,Others,Sedan,0
2016-01,OPEL,,Petrol,Sedan,0
2016-01,PERODUA,,Petrol,Sedan,0
2016-01,PEUGEOT,,Petrol,Sedan,1
2016-01,PEUGEOT,,Diesel,Sedan,3
2016-01,PORSCHE,,Petrol,Sedan,8
2016-01,PORSCHE,,Diesel,Sedan,0
2016-01,RENAULT,,Petrol,Sedan,0
2016-01,RENAULT,,Diesel,Sedan,36
2016-01,ROLLS ROYCE,,Petrol,Sedan,1
2016-01,SSANGYONG,,Petrol,Sedan,0
2016-01,SSANGYONG,,Diesel,Sedan,0
2016-01,SUBARU,,Petrol,Sedan,13
2016-01,SUZUKI,,Petrol,Sedan,0
2016-01,TESLA,,Others,Sedan,0
2016-01,TOYOTA,,Petrol,Sedan,599
2016-01,TOYOTA,,Diesel,Sedan,0
2016-01,TOYOTA,,Others,Sedan,10
2016-01,TRIUMPH,,Petrol,Sedan,0
2016-01,VOLKSWAGEN,,Petrol,Sedan,106
2016-01,VOLKSWAGEN,,Diesel,Sedan,0
2016-01,VOLVO,,Petrol,Sedan,45
2016-01,VOLVO,,Diesel,Sedan,8
2016-01,ALFA ROMEO,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,ALPINA,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,ASTON MARTIN,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,AUDI,,Petrol,Multi-purpose Vehicle/Station-wagon,1
2016-01,B.M.W.,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,B.M.W.,,Diesel,Multi-purpose Vehicle/Station-wagon,74
2016-01,B.M.W.,,Others,Multi-purpose Vehicle/Station-wagon,0
2016-01,BENTLEY,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,CHERY,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,CHEVROLET,,Petrol,Multi-purpose Vehicle/Station-wagon,12
2016-01,CHRYSLER,,Diesel,Multi-purpose Vehicle/Station-wagon,2
2016-01,CITROEN,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,CITROEN,,Diesel,Multi-purpose Vehicle/Station-wagon,50
2016-01,DAIHATSU,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,FERRARI,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,FIAT,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,FORD,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,HONDA,,Petrol,Multi-purpose Vehicle/Station-wagon,271
2016-01,HONDA,,Others,Multi-purpose Vehicle/Station-wagon,1
2016-01,HYUNDAI,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,HYUNDAI,,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-01,INFINITI,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,JAGUAR,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,JAGUAR,,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-01,JEEP,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,KIA,,Petrol,Multi-purpose Vehicle/Station-wagon,9
2016-01,KIA,,Diesel,Multi-purpose Vehicle/Station-wagon,3
2016-01,KOENIGSEGG,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,LAMBORGHINI,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,LAND ROVER,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,LAND ROVER,,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-01,M.G.,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,MASERATI,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,MASERATI,,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-01,MAZDA,,Petrol,Multi-purpose Vehicle/Station-wagon,106
2016-01,MAZDA,,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-01,Mclaren,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,MERCEDES BENZ,,Petrol,Multi-purpose Vehicle/Station-wagon,41
2016-01,MERCEDES BENZ,,Diesel,Multi-purpose Vehicle/Station-wagon,1
2016-01,MERCEDES BENZ,,Others,Multi-purpose Vehicle/Station-wagon,0
2016-01,MINI,,Petrol,Multi-purpose Vehicle/Station-wagon,1
2016-01,MINI,,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-01,MITSUBISHI,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,MITSUBISHI,,Others,Multi-purpose Vehicle/Station-wagon,0
2016-01,NISSAN,,Petrol,Multi-purpose Vehicle/Station-wagon,10
2016-01,NISSAN,,Others,Multi-purpose Vehicle/Station-wagon,7
2016-01,OPEL,,Petrol,Multi-purpose Vehicle/Station-wagon,3
2016-01,PERODUA,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,PEUGEOT,,Petrol,Multi-purpose Vehicle/Station-wagon,5
2016-01,PEUGEOT,,Diesel,Multi-purpose Vehicle/Station-wagon,6
2016-01,PORSCHE,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,PORSCHE,,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-01,RENAULT,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,RENAULT,,Diesel,Multi-purpose Vehicle/Station-wagon,6
2016-01,ROLLS ROYCE,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,SSANGYONG,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,SSANGYONG,,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-01,SUBARU,,Petrol,Multi-purpose Vehicle/Station-wagon,35
2016-01,SUZUKI,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,TESLA,,Others,Multi-purpose Vehicle/Station-wagon,0
2016-01,TOYOTA,,Petrol,Multi-purpose Vehicle/Station-wagon,421
2016-01,TOYOTA,,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-01,TOYOTA,,Others,Multi-purpose Vehicle/Station-wagon,13
2016-01,TRIUMPH,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-01,VOLKSWAGEN,,Petrol,Multi-purpose Vehicle/Station-wagon,11
2016-01,VOLKSWAGEN,,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-01,VOLVO,,Petrol,Multi-purpose Vehicle/Station-wagon,5
2016-01,VOLVO,,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-01,ALFA ROMEO,,Petrol,Sports Utility Vehicle,0
2016-01,ALPINA,,Petrol,Sports Utility Vehicle,0
2016-01,ASTON MARTIN,,Petrol,Sports Utility Vehicle,0
2016-01,AUDI,,Petrol,Sports Utility Vehicle,35
2016-01,B.M.W.,,Petrol,Sports Utility Vehicle,30
2016-01,B.M.W.,,Diesel,Sports Utility Vehicle,0
2016-01,B.M.W.,,Others,Sports Utility Vehicle,0
2016-01,BENTLEY,,Petrol,Sports Utility Vehicle,0
2016-01,CHERY,,Petrol,Sports Utility Vehicle,3
2016-01,CHEVROLET,,Petrol,Sports Utility Vehicle,0
2016-01,CHRYSLER,,Diesel,Sports Utility Vehicle,0
2016-01,CITROEN,,Petrol,Sports Utility Vehicle,6
2016-01,CITROEN,,Diesel,Sports Utility Vehicle,0
2016-01,DAIHATSU,,Petrol,Sports Utility Vehicle,0
2016-01,FERRARI,,Petrol,Sports Utility Vehicle,0
2016-01,FIAT,,Petrol,Sports Utility Vehicle,0
2016-01,FORD,,Petrol,Sports Utility Vehicle,2
2016-01,HONDA,,Petrol,Sports Utility Vehicle,890
2016-01,HONDA,,Others,Sports Utility Vehicle,48
2016-01,HYUNDAI,,Petrol,Sports Utility Vehicle,17
2016-01,HYUNDAI,,Diesel,Sports Utility Vehicle,1
2016-01,INFINITI,,Petrol,Sports Utility Vehicle,0
2016-01,JAGUAR,,Petrol,Sports Utility Vehicle,0
2016-01,JAGUAR,,Diesel,Sports Utility Vehicle,0
2016-01,JEEP,,Petrol,Sports Utility Vehicle,0
2016-01,KIA,,Petrol,Sports Utility Vehicle,7
2016-01,KIA,,Diesel,Sports Utility Vehicle,11
2016-01,KOENIGSEGG,,Petrol,Sports Utility Vehicle,0
2016-01,LAMBORGHINI,,Petrol,Sports Utility Vehicle,0
2016-01,LAND ROVER,,Petrol,Sports Utility Vehicle,27
2016-01,LAND ROVER,,Diesel,Sports Utility Vehicle,5
2016-01,M.G.,,Petrol,Sports Utility Vehicle,0
2016-01,MASERATI,,Petrol,Sports Utility Vehicle,0
2016-01,MASERATI,,Diesel,Sports Utility Vehicle,0
2016-01,MAZDA,,Petrol,Sports Utility Vehicle,35
2016-01,MAZDA,,Diesel,Sports Utility Vehicle,0
2016-01,Mclaren,,Petrol,Sports Utility Vehicle,0
2016-01,MERCEDES BENZ,,Petrol,Sports Utility Vehicle,130
2016-01,MERCEDES BENZ,,Diesel,Sports Utility Vehicle,2
2016-01,MERCEDES BENZ,,Others,Sports Utility Vehicle,0
2016-01,MINI,,Petrol,Sports Utility Vehicle,0
2016-01,MINI,,Diesel,Sports Utility Vehicle,0
2016-01,MITSUBISHI,,Petrol,Sports Utility Vehicle,125
2016-01,MITSUBISHI,,Others,Sports Utility Vehicle,0
2016-01,NISSAN,,Petrol,Sports Utility Vehicle,316
2016-01,NISSAN,,Others,Sports Utility Vehicle,0
2016-01,OPEL,,Petrol,Sports Utility Vehicle,0
2016-01,PERODUA,,Petrol,Sports Utility Vehicle,0
2016-01,PEUGEOT,,Petrol,Sports Utility Vehicle,0
2016-01,PEUGEOT,,Diesel,Sports Utility Vehicle,4
2016-01,PORSCHE,,Petrol,Sports Utility Vehicle,35
2016-01,PORSCHE,,Diesel,Sports Utility Vehicle,5
2016-01,RENAULT,,Petrol,Sports Utility Vehicle,0
2016-01,RENAULT,,Diesel,Sports Utility Vehicle,3
2016-01,ROLLS ROYCE,,Petrol,Sports Utility Vehicle,0
2016-01,SSANGYONG,,Petrol,Sports Utility Vehicle,23
2016-01,SSANGYONG,,Diesel,Sports Utility Vehicle,0
2016-01,SUBARU,,Petrol,Sports Utility Vehicle,178
2016-01,SUZUKI,,Petrol,Sports Utility Vehicle,0
2016-01,TESLA,,Others,Sports Utility Vehicle,0
2016-01,TOYOTA,,Petrol,Sports Utility Vehicle,404
2016-01,TOYOTA,,Diesel,Sports Utility Vehicle,1
2016-01,TOYOTA,,Others,Sports Utility Vehicle,1
2016-01,TRIUMPH,,Petrol,Sports Utility Vehicle,0
2016-01,VOLKSWAGEN,,Petrol,Sports Utility Vehicle,31
2016-01,VOLKSWAGEN,,Diesel,Sports Utility Vehicle,0
2016-01,VOLVO,,Petrol,Sports Utility Vehicle,45
2016-01,VOLVO,,Diesel,Sports Utility Vehicle,0
2016-01,ALFA ROMEO,,Petrol,Coupe/ Convertible,0
2016-01,ALPINA,,Petrol,Coupe/ Convertible,0
2016-01,ASTON MARTIN,,Petrol,Coupe/ Convertible,2
2016-01,AUDI,,Petrol,Coupe/ Convertible,4
2016-01,B.M.W.,,Petrol,Coupe/ Convertible,10
2016-01,B.M.W.,,Diesel,Coupe/ Convertible,0
2016-01,B.M.W.,,Others,Coupe/ Convertible,0
2016-01,BENTLEY,,Petrol,Coupe/ Convertible,1
2016-01,CHERY,,Petrol,Coupe/ Convertible,0
2016-01,CHEVROLET,,Petrol,Coupe/ Convertible,0
2016-01,CHRYSLER,,Diesel,Coupe/ Convertible,0
2016-01,CITROEN,,Petrol,Coupe/ Convertible,0
2016-01,CITROEN,,Diesel,Coupe/ Convertible,0
2016-01,DAIHATSU,,Petrol,Coupe/ Convertible,0
2016-01,FERRARI,,Petrol,Coupe/ Convertible,1
2016-01,FIAT,,Petrol,Coupe/ Convertible,0
2016-01,FORD,,Petrol,Coupe/ Convertible,0
2016-01,HONDA,,Petrol,Coupe/ Convertible,0
2016-01,HONDA,,Others,Coupe/ Convertible,0
2016-01,HYUNDAI,,Petrol,Coupe/ Convertible,7
2016-01,HYUNDAI,,Diesel,Coupe/ Convertible,0
2016-01,INFINITI,,Petrol,Coupe/ Convertible,0
2016-01,JAGUAR,,Petrol,Coupe/ Convertible,0
2016-01,JAGUAR,,Diesel,Coupe/ Convertible,0
2016-01,JEEP,,Petrol,Coupe/ Convertible,0
2016-01,KIA,,Petrol,Coupe/ Convertible,0
2016-01,KIA,,Diesel,Coupe/ Convertible,0
2016-01,KOENIGSEGG,,Petrol,Coupe/ Convertible,0
2016-01,LAMBORGHINI,,Petrol,Coupe/ Convertible,2
2016-01,LAND ROVER,,Petrol,Coupe/ Convertible,0
2016-01,LAND ROVER,,Diesel,Coupe/ Convertible,0
2016-01,M.G.,,Petrol,Coupe/ Convertible,1
2016-01,MASERATI,,Petrol,Coupe/ Convertible,0
2016-01,MASERATI,,Diesel,Coupe/ Convertible,0
2016-01,MAZDA,,Petrol,Coupe/ Convertible,10
2016-01,MAZDA,,Diesel,Coupe/ Convertible,0
2016-01,Mclaren,,Petrol,Coupe/ Convertible,0
2016-01,MERCEDES BENZ,,Petrol,Coupe/ Convertible,67
2016-01,MERCEDES BENZ,,Diesel,Coupe/ Convertible,0
2016-01,MERCEDES BENZ,,Others,Coupe/ Convertible,0
2016-01,MINI,,Petrol,Coupe/ Convertible,0
2016-01,MINI,,Diesel,Coupe/ Convertible,0
2016-01,MITSUBISHI,,Petrol,Coupe/ Convertible,0
2016-01,MITSUBISHI,,Others,Coupe/ Convertible,0
2016-01,NISSAN,,Petrol,Coupe/ Convertible,0
2016-01,NISSAN,,Others,Coupe/ Convertible,0
2016-01,OPEL,,Petrol,Coupe/ Convertible,0
2016-01,PERODUA,,Petrol,Coupe/ Convertible,0
2016-01,PEUGEOT,,Petrol,Coupe/ Convertible,0
2016-01,PEUGEOT,,Diesel,Coupe/ Convertible,0
2016-01,PORSCHE,,Petrol,Coupe/ Convertible,5
2016-01,PORSCHE,,Diesel,Coupe/ Convertible,0
2016-01,RENAULT,,Petrol,Coupe/ Convertible,0
2016-01,RENAULT,,Diesel,Coupe/ Convertible,0
2016-01,ROLLS ROYCE,,Petrol,Coupe/ Convertible,2
2016-01,SSANGYONG,,Petrol,Coupe/ Convertible,0
2016-01,SSANGYONG,,Diesel,Coupe/ Convertible,0
2016-01,SUBARU,,Petrol,Coupe/ Convertible,0
2016-01,SUZUKI,,Petrol,Coupe/ Convertible,0
2016-01,TESLA,,Others,Coupe/ Convertible,0
2016-01,TOYOTA,,Petrol,Coupe/ Convertible,5
2016-01,TOYOTA,,Diesel,Coupe/ Convertible,0
2016-01,TOYOTA,,Others,Coupe/ Convertible,0
2016-01,TRIUMPH,,Petrol,Coupe/ Convertible,0
2016-01,VOLKSWAGEN,,Petrol,Coupe/ Convertible,0
2016-01,VOLKSWAGEN,,Diesel,Coupe/ Convertible,0
2016-01,VOLVO,,Petrol,Coupe/ Convertible,0
2016-01,VOLVO,,Diesel,Coupe/ Convertible,0
2016-02,ALFA ROMEO,,Petrol,Hatchback,5
2016-02,ALPINA,,Petrol,Hatchback,0
2016-02,ASTON MARTIN,,Petrol,Hatchback,1
2016-02,AUDI,,Petrol,Hatchback,18
2016-02,B.M.W.,,Petrol,Hatchback,6
2016-02,B.M.W.,,Diesel,Hatchback,41
2016-02,B.M.W.,,Others,Hatchback,1
2016-02,BENTLEY,,Petrol,Hatchback,0
2016-02,CHERY,,Petrol,Hatchback,0
2016-02,CHEVROLET,,Petrol,Hatchback,3
2016-02,CHRYSLER,,Diesel,Hatchback,0
2016-02,CITROEN,,Petrol,Hatchback,0
2016-02,CITROEN,,Diesel,Hatchback,0
2016-02,DAIHATSU,,Petrol,Hatchback,0
2016-02,FERRARI,,Petrol,Hatchback,0
2016-02,FIAT,,Petrol,Hatchback,0
2016-02,FORD,,Petrol,Hatchback,12
2016-02,HONDA,,Petrol,Hatchback,150
2016-02,HONDA,,Others,Hatchback,0
2016-02,HYUNDAI,,Petrol,Hatchback,5
2016-02,HYUNDAI,,Diesel,Hatchback,0
2016-02,INFINITI,,Petrol,Hatchback,0
2016-02,JAGUAR,,Petrol,Hatchback,0
2016-02,JAGUAR,,Diesel,Hatchback,0
2016-02,JEEP,,Petrol,Hatchback,0
2016-02,KIA,,Petrol,Hatchback,2
2016-02,KIA,,Diesel,Hatchback,0
2016-02,KOENIGSEGG,,Petrol,Hatchback,0
2016-02,LAMBORGHINI,,Petrol,Hatchback,0
2016-02,LAND ROVER,,Petrol,Hatchback,0
2016-02,LAND ROVER,,Diesel,Hatchback,0
2016-02,M.G.,,Petrol,Hatchback,0
2016-02,MASERATI,,Petrol,Hatchback,0
2016-02,MASERATI,,Diesel,Hatchback,0
2016-02,MAZDA,,Petrol,Hatchback,31
2016-02,MAZDA,,Diesel,Hatchback,0
2016-02,Mclaren,,Petrol,Hatchback,0
2016-02,MERCEDES BENZ,,Petrol,Hatchback,58
2016-02,MERCEDES BENZ,,Diesel,Hatchback,0
2016-02,MERCEDES BENZ,,Others,Hatchback,0
2016-02,MINI,,Petrol,Hatchback,24
2016-02,MINI,,Diesel,Hatchback,1
2016-02,MITSUBISHI,,Petrol,Hatchback,0
2016-02,MITSUBISHI,,Others,Hatchback,0
2016-02,NISSAN,,Petrol,Hatchback,72
2016-02,NISSAN,,Others,Hatchback,0
2016-02,OPEL,,Petrol,Hatchback,0
2016-02,PERODUA,,Petrol,Hatchback,1
2016-02,PEUGEOT,,Petrol,Hatchback,11
2016-02,PEUGEOT,,Diesel,Hatchback,0
2016-02,PORSCHE,,Petrol,Hatchback,1
2016-02,PORSCHE,,Diesel,Hatchback,0
2016-02,RENAULT,,Petrol,Hatchback,0
2016-02,RENAULT,,Diesel,Hatchback,3
2016-02,ROLLS ROYCE,,Petrol,Hatchback,0
2016-02,SSANGYONG,,Petrol,Hatchback,0
2016-02,SSANGYONG,,Diesel,Hatchback,0
2016-02,SUBARU,,Petrol,Hatchback,0
2016-02,SUZUKI,,Petrol,Hatchback,28
2016-02,TESLA,,Others,Hatchback,1
2016-02,TOYOTA,,Petrol,Hatchback,0
2016-02,TOYOTA,,Diesel,Hatchback,0
2016-02,TOYOTA,,Others,Hatchback,19
2016-02,TRIUMPH,,Petrol,Hatchback,0
2016-02,VOLKSWAGEN,,Petrol,Hatchback,106
2016-02,VOLKSWAGEN,,Diesel,Hatchback,0
2016-02,VOLVO,,Petrol,Hatchback,18
2016-02,VOLVO,,Diesel,Hatchback,0
2016-02,ALFA ROMEO,,Petrol,Sedan,0
2016-02,ALPINA,,Petrol,Sedan,2
2016-02,ASTON MARTIN,,Petrol,Sedan,0
2016-02,AUDI,,Petrol,Sedan,113
2016-02,B.M.W.,,Petrol,Sedan,231
2016-02,B.M.W.,,Diesel,Sedan,0
2016-02,B.M.W.,,Others,Sedan,0
2016-02,BENTLEY,,Petrol,Sedan,1
2016-02,CHERY,,Petrol,Sedan,0
2016-02,CHEVROLET,,Petrol,Sedan,30
2016-02,CHRYSLER,,Diesel,Sedan,0
2016-02,CITROEN,,Petrol,Sedan,0
2016-02,CITROEN,,Diesel,Sedan,0
2016-02,DAIHATSU,,Petrol,Sedan,0
2016-02,FERRARI,,Petrol,Sedan,0
2016-02,FIAT,,Petrol,Sedan,0
2016-02,FORD,,Petrol,Sedan,7
2016-02,HONDA,,Petrol,Sedan,76
2016-02,HONDA,,Others,Sedan,1
2016-02,HYUNDAI,,Petrol,Sedan,294
2016-02,HYUNDAI,,Diesel,Sedan,0
2016-02,INFINITI,,Petrol,Sedan,23
2016-02,JAGUAR,,Petrol,Sedan,29
2016-02,JAGUAR,,Diesel,Sedan,15
2016-02,JEEP,,Petrol,Sedan,0
2016-02,KIA,,Petrol,Sedan,157
2016-02,KIA,,Diesel,Sedan,0
2016-02,KOENIGSEGG,,Petrol,Sedan,0
2016-02,LAMBORGHINI,,Petrol,Sedan,0
2016-02,LAND ROVER,,Petrol,Sedan,0
2016-02,LAND ROVER,,Diesel,Sedan,0
2016-02,M.G.,,Petrol,Sedan,0
2016-02,MASERATI,,Petrol,Sedan,3
2016-02,MASERATI,,Diesel,Sedan,1
2016-02,MAZDA,,Petrol,Sedan,273
2016-02,MAZDA,,Diesel,Sedan,0
2016-02,Mclaren,,Petrol,Sedan,0
2016-02,MERCEDES BENZ,,Petrol,Sedan,196
2016-02,MERCEDES BENZ,,Diesel,Sedan,1
2016-02,MERCEDES BENZ,,Others,Sedan,0
2016-02,MINI,,Petrol,Sedan,0
2016-02,MINI,,Diesel,Sedan,0
2016-02,MITSUBISHI,,Petrol,Sedan,59
2016-02,MITSUBISHI,,Others,Sedan,0
2016-02,NISSAN,,Petrol,Sedan,170
2016-02,NISSAN,,Others,Sedan,0
2016-02,OPEL,,Petrol,Sedan,5
2016-02,PERODUA,,Petrol,Sedan,0
2016-02,PEUGEOT,,Petrol,Sedan,1
2016-02,PEUGEOT,,Diesel,Sedan,15
2016-02,PORSCHE,,Petrol,Sedan,2
2016-02,PORSCHE,,Diesel,Sedan,0
2016-02,RENAULT,,Petrol,Sedan,0
2016-02,RENAULT,,Diesel,Sedan,23
2016-02,ROLLS ROYCE,,Petrol,Sedan,0
2016-02,SSANGYONG,,Petrol,Sedan,0
2016-02,SSANGYONG,,Diesel,Sedan,0
2016-02,SUBARU,,Petrol,Sedan,3
2016-02,SUZUKI,,Petrol,Sedan,13
2016-02,TESLA,,Others,Sedan,0
2016-02,TOYOTA,,Petrol,Sedan,548
2016-02,TOYOTA,,Diesel,Sedan,0
2016-02,TOYOTA,,Others,Sedan,10
2016-02,TRIUMPH,,Petrol,Sedan,0
2016-02,VOLKSWAGEN,,Petrol,Sedan,76
2016-02,VOLKSWAGEN,,Diesel,Sedan,0
2016-02,VOLVO,,Petrol,Sedan,62
2016-02,VOLVO,,Diesel,Sedan,10
2016-02,ALFA ROMEO,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-02,ALPINA,,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-02,ASTON MARTIN,,Petrol,Multi-purpose Vehicle/Station-wagon,0
