month,make,importer_type,fuel_type,vehicle_type,number
2020-05,SUZUKI,,Petrol,Coupe/ Convertible,
2020-05,SUZUKI,,Others,Coupe/ Convertible,
2020-05,TESLA,,Others,Coupe/ Convertible,
2020-05,TOYOTA,,Petrol,Coupe/ Convertible,
2020-05,TOYOTA,,Diesel,Coupe/ Convertible,
2020-05,TOYOTA,,Others,Coupe/ Convertible,
2020-05,TRIUMPH,,Petrol,Coupe/ Convertible,
2020-05,VOLKSWAGEN,,Petrol,Coupe/ Convertible,
2020-05,VOLVO,,Petrol,Coupe/ Convertible,
2020-05,VOLVO,,Others,Coupe/ Convertible,
2020-06,ALFA ROMEO,,Petrol,Hatchback,
2020-06,ALPINA,,Petrol,Hatchback,
2020-06,ALPINE,,Petrol,Hatchback,
2020-06,ASTON MARTIN,,Petrol,Hatchback,
2020-06,AUDI,,Petrol,Hatchback,
2020-06,AUDI,,Others,Hatchback,1
2020-06,AUSTIN,,Petrol,Hatchback,
2020-06,B.M.W.,,Petrol,Hatchback,31
2020-06,B.M.W.,,Diesel,Hatchback,
2020-06,B.M.W.,,Others,Hatchback,
2020-06,BENTLEY,,Petrol,Hatchback,
2020-06,BYD,,Others,Hatchback,
2020-06,CITROEN,,Petrol,Hatchback,
2020-06,DAIMLER,,Petrol,Hatchback,
2020-06,DATSUN,,Petrol,Hatchback,
2020-06,FERRARI,,Petrol,Hatchback,
2020-06,FIAT,,Petrol,Hatchback,
2020-06,FORD,,Petrol,Hatchback,
2020-06,HONDA,,Petrol,Hatchback,140
2020-06,HONDA,,Others,Hatchback,2
2020-06,HYUNDAI,,Petrol,Hatchback,
2020-06,HYUNDAI,,Others,Hatchback,13
2020-06,INFINITI,,Petrol,Hatchback,
2020-06,INTERNATIONAL,,Petrol,Hatchback,
2020-06,JAGUAR,,Petrol,Hatchback,
2020-06,JAGUAR,,Others,Hatchback,
2020-06,JEEP,,Petrol,Hatchback,
2020-06,JEEP,,Diesel,Hatchback,
2020-06,KIA,,Petrol,Hatchback,7
2020-06,KIA,,Diesel,Hatchback,
2020-06,KIA,,Others,Hatchback,
2020-06,LAMBORGHINI,,Petrol,Hatchback,
2020-06,LAND ROVER,,Petrol,Hatchback,
2020-06,LAND ROVER,,Diesel,Hatchback,
2020-06,LAND ROVER,,Others,Hatchback,
2020-06,LOTUS,,Petrol,Hatchback,
2020-06,M.G.,,Petrol,Hatchback,
2020-06,M.G.,,Others,Hatchback,
2020-06,MASERATI,,Petrol,Hatchback,
2020-06,MAXUS,,Petrol,Hatchback,
2020-06,MAZDA,,Petrol,Hatchback,3
2020-06,MAZDA,,Diesel,Hatchback,
2020-06,MAZDA,,Others,Hatchback,
2020-06,MCLAREN,,Petrol,Hatchback,
2020-06,MERCEDES BENZ,,Petrol,Hatchback,3
2020-06,MERCEDES BENZ,,Diesel,Hatchback,
2020-06,MERCEDES BENZ,,Others,Hatchback,
2020-06,MINI,,Petrol,Hatchback,8
2020-06,MITSUBISHI,,Petrol,Hatchback,
2020-06,NISSAN,,Petrol,Hatchback,20
2020-06,NISSAN,,Others,Hatchback,
2020-06,OPEL,,Petrol,Hatchback,
2020-06,OPEL,,Diesel,Hatchback,
2020-06,PERODUA,,Petrol,Hatchback,1
2020-06,PEUGEOT,,Petrol,Hatchback,
2020-06,PONTIAC,,Petrol,Hatchback,
2020-06,PORSCHE,,Petrol,Hatchback,
2020-06,PORSCHE,,Others,Hatchback,
2020-06,RENAULT,,Petrol,Hatchback,
2020-06,RENAULT,,Diesel,Hatchback,
2020-06,ROLLS ROYCE,,Petrol,Hatchback,
2020-06,SEAT,,Petrol,Hatchback,1
2020-06,SKODA,,Petrol,Hatchback,
2020-06,SSANGYONG,,Petrol,Hatchback,
2020-06,SSANGYONG,,Diesel,Hatchback,
2020-06,SUBARU,,Petrol,Hatchback,
2020-06,SUBARU,,Others,Hatchback,
2020-06,SUZUKI,,Petrol,Hatchback,4
2020-06,SUZUKI,,Others,Hatchback,
2020-06,TESLA,,Others,Hatchback,
2020-06,TOYOTA,,Petrol,Hatchback,
2020-06,TOYOTA,,Diesel,Hatchback,
2020-06,TOYOTA,,Others,Hatchback,2
2020-06,TRIUMPH,,Petrol,Hatchback,
2020-06,VOLKSWAGEN,,Petrol,Hatchback,7
2020-06,VOLVO,,Petrol,Hatchback,
2020-06,VOLVO,,Others,Hatchback,
2020-06,ALFA ROMEO,,Petrol,Sedan,
2020-06,ALPINA,,Petrol,Sedan,
2020-06,ALPINE,,Petrol,Sedan,
2020-06,ASTON MARTIN,,Petrol,Sedan,
2020-06,AUDI,,Petrol,Sedan,2
2020-06,AUDI,,Others,Sedan,
2020-06,AUSTIN,,Petrol,Sedan,
2020-06,B.M.W.,,Petrol,Sedan,67
2020-06,B.M.W.,,Diesel,Sedan,
2020-06,B.M.W.,,Others,Sedan,
2020-06,BENTLEY,,Petrol,Sedan,5
2020-06,BYD,,Others,Sedan,
2020-06,CITROEN,,Petrol,Sedan,
2020-06,DAIMLER,,Petrol,Sedan,
2020-06,DATSUN,,Petrol,Sedan,
2020-06,FERRARI,,Petrol,Sedan,
2020-06,FIAT,,Petrol,Sedan,
2020-06,FORD,,Petrol,Sedan,
2020-06,HONDA,,Petrol,Sedan,10
2020-06,HONDA,,Others,Sedan,
2020-06,HYUNDAI,,Petrol,Sedan,35
2020-06,HYUNDAI,,Others,Sedan,
2020-06,INFINITI,,Petrol,Sedan,
2020-06,INTERNATIONAL,,Petrol,Sedan,
2020-06,JAGUAR,,Petrol,Sedan,
2020-06,JAGUAR,,Others,Sedan,
2020-06,JEEP,,Petrol,Sedan,
2020-06,JEEP,,Diesel,Sedan,
2020-06,KIA,,Petrol,Sedan,24
2020-06,KIA,,Diesel,Sedan,
2020-06,KIA,,Others,Sedan,
2020-06,LAMBORGHINI,,Petrol,Sedan,
2020-06,LAND ROVER,,Petrol,Sedan,
2020-06,LAND ROVER,,Diesel,Sedan,
2020-06,LAND ROVER,,Others,Sedan,
2020-06,LOTUS,,Petrol,Sedan,
2020-06,M.G.,,Petrol,Sedan,
2020-06,M.G.,,Others,Sedan,
2020-06,MASERATI,,Petrol,Sedan,
2020-06,MAXUS,,Petrol,Sedan,
2020-06,MAZDA,,Petrol,Sedan,11
2020-06,MAZDA,,Diesel,Sedan,
2020-06,MAZDA,,Others,Sedan,9
2020-06,MCLAREN,,Petrol,Sedan,
2020-06,MERCEDES BENZ,,Petrol,Sedan,24
2020-06,MERCEDES BENZ,,Diesel,Sedan,1
2020-06,MERCEDES BENZ,,Others,Sedan,5
2020-06,MINI,,Petrol,Sedan,
2020-06,MITSUBISHI,,Petrol,Sedan,10
2020-06,NISSAN,,Petrol,Sedan,4
2020-06,NISSAN,,Others,Sedan,
2020-06,OPEL,,Petrol,Sedan,
2020-06,OPEL,,Diesel,Sedan,
2020-06,PERODUA,,Petrol,Sedan,12
2020-06,PEUGEOT,,Petrol,Sedan,
2020-06,PONTIAC,,Petrol,Sedan,
2020-06,PORSCHE,,Petrol,Sedan,4
2020-06,PORSCHE,,Others,Sedan,
2020-06,RENAULT,,Petrol,Sedan,
2020-06,RENAULT,,Diesel,Sedan,
2020-06,ROLLS ROYCE,,Petrol,Sedan,3
2020-06,SEAT,,Petrol,Sedan,
2020-06,SKODA,,Petrol,Sedan,
2020-06,SSANGYONG,,Petrol,Sedan,
2020-06,SSANGYONG,,Diesel,Sedan,
2020-06,SUBARU,,Petrol,Sedan,
2020-06,SUBARU,,Others,Sedan,
2020-06,SUZUKI,,Petrol,Sedan,
2020-06,SUZUKI,,Others,Sedan,
2020-06,TESLA,,Others,Sedan,
2020-06,TOYOTA,,Petrol,Sedan,35
2020-06,TOYOTA,,Diesel,Sedan,
2020-06,TOYOTA,,Others,Sedan,26
2020-06,TRIUMPH,,Petrol,Sedan,
2020-06,VOLKSWAGEN,,Petrol,Sedan,1
2020-06,VOLVO,,Petrol,Sedan,
2020-06,VOLVO,,Others,Sedan,
2020-06,ALFA ROMEO,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,ALPINA,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,ALPINE,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,ASTON MARTIN,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,AUDI,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,AUDI,,Others,Multi-purpose Vehicle/Station-wagon,
2020-06,AUSTIN,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,B.M.W.,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,B.M.W.,,Diesel,Multi-purpose Vehicle/Station-wagon,
2020-06,B.M.W.,,Others,Multi-purpose Vehicle/Station-wagon,
2020-06,BENTLEY,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,BYD,,Others,Multi-purpose Vehicle/Station-wagon,
2020-06,CITROEN,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,DAIMLER,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,DATSUN,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,FERRARI,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,FIAT,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,FORD,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,HONDA,,Petrol,Multi-purpose Vehicle/Station-wagon,18
2020-06,HONDA,,Others,Multi-purpose Vehicle/Station-wagon,16
2020-06,HYUNDAI,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,HYUNDAI,,Others,Multi-purpose Vehicle/Station-wagon,
2020-06,INFINITI,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,INTERNATIONAL,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,JAGUAR,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,JAGUAR,,Others,Multi-purpose Vehicle/Station-wagon,
2020-06,JEEP,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,JEEP,,Diesel,Multi-purpose Vehicle/Station-wagon,
2020-06,KIA,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,KIA,,Diesel,Multi-purpose Vehicle/Station-wagon,
2020-06,KIA,,Others,Multi-purpose Vehicle/Station-wagon,3
2020-06,LAMBORGHINI,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,LAND ROVER,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,LAND ROVER,,Diesel,Multi-purpose Vehicle/Station-wagon,
2020-06,LAND ROVER,,Others,Multi-purpose Vehicle/Station-wagon,
2020-06,LOTUS,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,M.G.,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,M.G.,,Others,Multi-purpose Vehicle/Station-wagon,
2020-06,MASERATI,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,MAXUS,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,MAZDA,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,MAZDA,,Diesel,Multi-purpose Vehicle/Station-wagon,
2020-06,MAZDA,,Others,Multi-purpose Vehicle/Station-wagon,
2020-06,MCLAREN,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,MERCEDES BENZ,,Petrol,Multi-purpose Vehicle/Station-wagon,4
2020-06,MERCEDES BENZ,,Diesel,Multi-purpose Vehicle/Station-wagon,1
2020-06,MERCEDES BENZ,,Others,Multi-purpose Vehicle/Station-wagon,
2020-06,MINI,,Petrol,Multi-purpose Vehicle/Station-wagon,2
2020-06,MITSUBISHI,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,NISSAN,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,NISSAN,,Others,Multi-purpose Vehicle/Station-wagon,14
2020-06,OPEL,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,OPEL,,Diesel,Multi-purpose Vehicle/Station-wagon,
2020-06,PERODUA,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,PEUGEOT,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,PONTIAC,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,PORSCHE,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,PORSCHE,,Others,Multi-purpose Vehicle/Station-wagon,
2020-06,RENAULT,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,RENAULT,,Diesel,Multi-purpose Vehicle/Station-wagon,2
2020-06,ROLLS ROYCE,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,SEAT,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,SKODA,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,SSANGYONG,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,SSANGYONG,,Diesel,Multi-purpose Vehicle/Station-wagon,1
2020-06,SUBARU,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,SUBARU,,Others,Multi-purpose Vehicle/Station-wagon,
2020-06,SUZUKI,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,SUZUKI,,Others,Multi-purpose Vehicle/Station-wagon,
2020-06,TESLA,,Others,Multi-purpose Vehicle/Station-wagon,
2020-06,TOYOTA,,Petrol,Multi-purpose Vehicle/Station-wagon,14
2020-06,TOYOTA,,Diesel,Multi-purpose Vehicle/Station-wagon,
2020-06,TOYOTA,,Others,Multi-purpose Vehicle/Station-wagon,22
2020-06,TRIUMPH,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,VOLKSWAGEN,,Petrol,Multi-purpose Vehicle/Station-wagon,1
2020-06,VOLVO,,Petrol,Multi-purpose Vehicle/Station-wagon,
2020-06,VOLVO,,Others,Multi-purpose Vehicle/Station-wagon,
2020-06,ALFA ROMEO,,Petrol,Sports Utility Vehicle,
2020-06,ALPINA,,Petrol,Sports Utility Vehicle,
2020-06,ALPINE,,Petrol,Sports Utility Vehicle,
2020-06,ASTON MARTIN,,Petrol,Sports Utility Vehicle,
2020-06,AUDI,,Petrol,Sports Utility Vehicle,7
2020-06,AUDI,,Others,Sports Utility Vehicle,
2020-06,AUSTIN,,Petrol,Sports Utility Vehicle,
2020-06,B.M.W.,,Petrol,Sports Utility Vehicle,60
2020-06,B.M.W.,,Diesel,Sports Utility Vehicle,
2020-06,B.M.W.,,Others,Sports Utility Vehicle,1
2020-06,BENTLEY,,Petrol,Sports Utility Vehicle,1
2020-06,BYD,,Others,Sports Utility Vehicle,
2020-06,CITROEN,,Petrol,Sports Utility Vehicle,2
2020-06,DAIMLER,,Petrol,Sports Utility Vehicle,
2020-06,DATSUN,,Petrol,Sports Utility Vehicle,
2020-06,FERRARI,,Petrol,Sports Utility Vehicle,
2020-06,FIAT,,Petrol,Sports Utility Vehicle,
2020-06,FORD,,Petrol,Sports Utility Vehicle,
2020-06,HONDA,,Petrol,Sports Utility Vehicle,23
2020-06,HONDA,,Others,Sports Utility Vehicle,2
2020-06,HYUNDAI,,Petrol,Sports Utility Vehicle,92
2020-06,HYUNDAI,,Others,Sports Utility Vehicle,
2020-06,INFINITI,,Petrol,Sports Utility Vehicle,
2020-06,INTERNATIONAL,,Petrol,Sports Utility Vehicle,
2020-06,JAGUAR,,Petrol,Sports Utility Vehicle,1
2020-06,JAGUAR,,Others,Sports Utility Vehicle,
2020-06,JEEP,,Petrol,Sports Utility Vehicle,
2020-06,JEEP,,Diesel,Sports Utility Vehicle,
2020-06,KIA,,Petrol,Sports Utility Vehicle,4
2020-06,KIA,,Diesel,Sports Utility Vehicle,2
2020-06,KIA,,Others,Sports Utility Vehicle,
2020-06,LAMBORGHINI,,Petrol,Sports Utility Vehicle,1
2020-06,LAND ROVER,,Petrol,Sports Utility Vehicle,
2020-06,LAND ROVER,,Diesel,Sports Utility Vehicle,
2020-06,LAND ROVER,,Others,Sports Utility Vehicle,1
2020-06,LOTUS,,Petrol,Sports Utility Vehicle,
2020-06,M.G.,,Petrol,Sports Utility Vehicle,3
2020-06,M.G.,,Others,Sports Utility Vehicle,1
2020-06,MASERATI,,Petrol,Sports Utility Vehicle,
2020-06,MAXUS,,Petrol,Sports Utility Vehicle,
2020-06,MAZDA,,Petrol,Sports Utility Vehicle,38
2020-06,MAZDA,,Diesel,Sports Utility Vehicle,
2020-06,MAZDA,,Others,Sports Utility Vehicle,
2020-06,MCLAREN,,Petrol,Sports Utility Vehicle,
2020-06,MERCEDES BENZ,,Petrol,Sports Utility Vehicle,5
2020-06,MERCEDES BENZ,,Diesel,Sports Utility Vehicle,5
2020-06,MERCEDES BENZ,,Others,Sports Utility Vehicle,10
2020-06,MINI,,Petrol,Sports Utility Vehicle,
2020-06,MITSUBISHI,,Petrol,Sports Utility Vehicle,9
2020-06,NISSAN,,Petrol,Sports Utility Vehicle,13
2020-06,NISSAN,,Others,Sports Utility Vehicle,2
2020-06,OPEL,,Petrol,Sports Utility Vehicle,1
2020-06,OPEL,,Diesel,Sports Utility Vehicle,
2020-06,PERODUA,,Petrol,Sports Utility Vehicle,
2020-06,PEUGEOT,,Petrol,Sports Utility Vehicle,6
2020-06,PONTIAC,,Petrol,Sports Utility Vehicle,
2020-06,PORSCHE,,Petrol,Sports Utility Vehicle,22
2020-06,PORSCHE,,Others,Sports Utility Vehicle,
2020-06,RENAULT,,Petrol,Sports Utility Vehicle,
2020-06,RENAULT,,Diesel,Sports Utility Vehicle,
2020-06,ROLLS ROYCE,,Petrol,Sports Utility Vehicle,
2020-06,SEAT,,Petrol,Sports Utility Vehicle,3
2020-06,SKODA,,Petrol,Sports Utility Vehicle,8
2020-06,SSANGYONG,,Petrol,Sports Utility Vehicle,2
2020-06,SSANGYONG,,Diesel,Sports Utility Vehicle,1
2020-06,SUBARU,,Petrol,Sports Utility Vehicle,5
2020-06,SUBARU,,Others,Sports Utility Vehicle,2
2020-06,SUZUKI,,Petrol,Sports Utility Vehicle,1
2020-06,SUZUKI,,Others,Sports Utility Vehicle,
2020-06,TESLA,,Others,Sports Utility Vehicle,
2020-06,TOYOTA,,Petrol,Sports Utility Vehicle,50
2020-06,TOYOTA,,Diesel,Sports Utility Vehicle,1
2020-06,TOYOTA,,Others,Sports Utility Vehicle,11
2020-06,TRIUMPH,,Petrol,Sports Utility Vehicle,
2020-06,VOLKSWAGEN,,Petrol,Sports Utility Vehicle,2
2020-06,VOLVO,,Petrol,Sports Utility Vehicle,4
2020-06,VOLVO,,Others,Sports Utility Vehicle,
2020-06,ALFA ROMEO,,Petrol,Coupe/ Convertible,
2020-06,ALPINA,,Petrol,Coupe/ Convertible,
2020-06,ALPINE,,Petrol,Coupe/ Convertible,
2020-06,ASTON MARTIN,,Petrol,Coupe/ Convertible,1
2020-06,AUDI,,Petrol,Coupe/ Convertible,1
2020-06,AUDI,,Others,Coupe/ Convertible,
2020-06,AUSTIN,,Petrol,Coupe/ Convertible,
2020-06,B.M.W.,,Petrol,Coupe/ Convertible,6
2020-06,B.M.W.,,Diesel,Coupe/ Convertible,
2020-06,B.M.W.,,Others,Coupe/ Convertible,
2020-06,BENTLEY,,Petrol,Coupe/ Convertible,
2020-06,BYD,,Others,Coupe/ Convertible,
2020-06,CITROEN,,Petrol,Coupe/ Convertible,
2020-06,DAIMLER,,Petrol,Coupe/ Convertible,
2020-06,DATSUN,,Petrol,Coupe/ Convertible,
2020-06,FERRARI,,Petrol,Coupe/ Convertible,4
2020-06,FIAT,,Petrol,Coupe/ Convertible,
2020-06,FORD,,Petrol,Coupe/ Convertible,
2020-06,HONDA,,Petrol,Coupe/ Convertible,
2020-06,HONDA,,Others,Coupe/ Convertible,
2020-06,HYUNDAI,,Petrol,Coupe/ Convertible,
2020-06,HYUNDAI,,Others,Coupe/ Convertible,
2020-06,INFINITI,,Petrol,Coupe/ Convertible,
2020-06,INTERNATIONAL,,Petrol,Coupe/ Convertible,
2020-06,JAGUAR,,Petrol,Coupe/ Convertible,
2020-06,JAGUAR,,Others,Coupe/ Convertible,
2020-06,JEEP,,Petrol,Coupe/ Convertible,
2020-06,JEEP,,Diesel,Coupe/ Convertible,
2020-06,KIA,,Petrol,Coupe/ Convertible,
2020-06,KIA,,Diesel,Coupe/ Convertible,
2020-06,KIA,,Others,Coupe/ Convertible,
2020-06,LAMBORGHINI,,Petrol,Coupe/ Convertible,
2020-06,LAND ROVER,,Petrol,Coupe/ Convertible,
2020-06,LAND ROVER,,Diesel,Coupe/ Convertible,
2020-06,LAND ROVER,,Others,Coupe/ Convertible,
2020-06,LOTUS,,Petrol,Coupe/ Convertible,
2020-06,M.G.,,Petrol,Coupe/ Convertible,
2020-06,M.G.,,Others,Coupe/ Convertible,
2020-06,MASERATI,,Petrol,Coupe/ Convertible,
2020-06,MAXUS,,Petrol,Coupe/ Convertible,
2020-06,MAZDA,,Petrol,Coupe/ Convertible,
2020-06,MAZDA,,Diesel,Coupe/ Convertible,
2020-06,MAZDA,,Others,Coupe/ Convertible,
2020-06,MCLAREN,,Petrol,Coupe/ Convertible,1
2020-06,MERCEDES BENZ,,Petrol,Coupe/ Convertible,1
2020-06,MERCEDES BENZ,,Diesel,Coupe/ Convertible,
2020-06,MERCEDES BENZ,,Others,Coupe/ Convertible,3
2020-06,MINI,,Petrol,Coupe/ Convertible,
2020-06,MITSUBISHI,,Petrol,Coupe/ Convertible,
2020-06,NISSAN,,Petrol,Coupe/ Convertible,
2020-06,NISSAN,,Others,Coupe/ Convertible,
2020-06,OPEL,,Petrol,Coupe/ Convertible,
2020-06,OPEL,,Diesel,Coupe/ Convertible,
2020-06,PERODUA,,Petrol,Coupe/ Convertible,
2020-06,PEUGEOT,,Petrol,Coupe/ Convertible,
2020-06,PONTIAC,,Petrol,Coupe/ Convertible,
2020-06,PORSCHE,,Petrol,Coupe/ Convertible,11
2020-06,PORSCHE,,Others,Coupe/ Convertible,
2020-06,RENAULT,,Petrol,Coupe/ Convertible,
2020-06,RENAULT,,Diesel,Coupe/ Convertible,
2020-06,ROLLS ROYCE,,Petrol,Coupe/ Convertible,2
2020-06,SEAT,,Petrol,Coupe/ Convertible,
2020-06,SKODA,,Petrol,Coupe/ Convertible,
2020-06,SSANGYONG,,Petrol,Coupe/ Convertible,
2020-06,SSANGYONG,,Diesel,Coupe/ Convertible,
2020-06,SUBARU,,Petrol,Coupe/ Convertible,
2020-06,SUBARU,,Others,Coupe/ Convertible,
2020-06,SUZUKI,,Petrol,Coupe/ Convertible,
2020-06,SUZUKI,,Others,Coupe/ Convertible,
2020-06,TESLA,,Others,Coupe/ Convertible,
2020-06,TOYOTA,,Petrol,Coupe/ Convertible,3
2020-06,TOYOTA,,Diesel,Coupe/ Convertible,
2020-06,TOYOTA,,Others,Coupe/ Convertible,
2020-06,TRIUMPH,,Petrol,Coupe/ Convertible,
2020-06,VOLKSWAGEN,,Petrol,Coupe/ Convertible,
2020-06,VOLVO,,Petrol,Coupe/ Convertible,
2020-06,VOLVO,,Others,Coupe/ Convertible,
2020-07,ALFA ROMEO,,Petrol,Hatchback,
2020-07,ASTON MARTIN,,Petrol,Hatchback,
2020-07,AUDI,,Petrol,Hatchback,4
2020-07,AUDI,,Others,Hatchback,8
2020-07,B.M.W.,,Petrol,Hatchback,87
2020-07,B.M.W.,,Others,Hatchback,
2020-07,BENTLEY,,Petrol,Hatchback,
2020-07,CITROEN,,Petrol,Hatchback,
2020-07,FERRARI,,Petrol,Hatchback,
2020-07,FORD,,Petrol,Hatchback,
2020-07,HONDA,,Petrol,Hatchback,237
2020-07,HONDA,,Others,Hatchback,15
2020-07,HYUNDAI,,Petrol,Hatchback,18
2020-07,HYUNDAI,,Others,Hatchback,6
2020-07,INFINITI,,Petrol,Hatchback,
2020-07,JAGUAR,,Petrol,Hatchback,
2020-07,JEEP,,Petrol,Hatchback,
2020-07,KIA,,Petrol,Hatchback,5
2020-07,KIA,,Diesel,Hatchback,
2020-07,KIA,,Others,Hatchback,
2020-07,LAMBORGHINI,,Petrol,Hatchback,
2020-07,LAND ROVER,,Petrol,Hatchback,
2020-07,LAND ROVER,,Diesel,Hatchback,
2020-07,LAND ROVER,,Others,Hatchback,
2020-07,M.G.,,Petrol,Hatchback,
2020-07,M.G.,,Others,Hatchback,
2020-07,MASERATI,,Petrol,Hatchback,
2020-07,MAXUS,,Petrol,Hatchback,
2020-07,MAZDA,,Petrol,Hatchback,18
2020-07,MAZDA,,Others,Hatchback,9
2020-07,MCLAREN,,Petrol,Hatchback,
2020-07,MERCEDES BENZ,,Petrol,Hatchback,88
2020-07,MERCEDES BENZ,,Diesel,Hatchback,
2020-07,MERCEDES BENZ,,Others,Hatchback,
2020-07,MINI,,Petrol,Hatchback,40
2020-07,MITSUBISHI,,Petrol,Hatchback,8
2020-07,NISSAN,,Petrol,Hatchback,30
2020-07,NISSAN,,Others,Hatchback,
2020-07,OPEL,,Petrol,Hatchback,9
2020-07,OPEL,,Diesel,Hatchback,1
2020-07,PERODUA,,Petrol,Hatchback,1
2020-07,PEUGEOT,,Petrol,Hatchback,
2020-07,PORSCHE,,Petrol,Hatchback,
2020-07,PORSCHE,,Others,Hatchback,
2020-07,RENAULT,,Petrol,Hatchback,5
2020-07,RENAULT,,Diesel,Hatchback,
2020-07,ROLLS ROYCE,,Petrol,Hatchback,
2020-07,SEAT,,Petrol,Hatchback,3
2020-07,SKODA,,Petrol,Hatchback,
2020-07,SSANGYONG,,Petrol,Hatchback,
2020-07,SSANGYONG,,Diesel,Hatchback,
2020-07,SUBARU,,Petrol,Hatchback,1
2020-07,SUBARU,,Others,Hatchback,
2020-07,SUZUKI,,Petrol,Hatchback,14
2020-07,SUZUKI,,Others,Hatchback,4
2020-07,TESLA,,Others,Hatchback,
2020-07,TOYOTA,,Petrol,Hatchback,3
2020-07,TOYOTA,,Others,Hatchback,6
2020-07,VOLKSWAGEN,,Petrol,Hatchback,81
2020-07,VOLVO,,Petrol,Hatchback,
2020-07,VOLVO,,Others,Hatchback,
2020-07,ALFA ROMEO,,Petrol,Sedan,6
2020-07,ASTON MARTIN,,Petrol,Sedan,
2020-07,AUDI,,Petrol,Sedan,47
2020-07,AUDI,,Others,Sedan,28
2020-07,B.M.W.,,Petrol,Sedan,172
2020-07,B.M.W.,,Others,Sedan,1
2020-07,BENTLEY,,Petrol,Sedan,3
2020-07,CITROEN,,Petrol,Sedan,
2020-07,FERRARI,,Petrol,Sedan,
2020-07,FORD,,Petrol,Sedan,
2020-07,HONDA,,Petrol,Sedan,93
2020-07,HONDA,,Others,Sedan,1
2020-07,HYUNDAI,,Petrol,Sedan,176
2020-07,HYUNDAI,,Others,Sedan,
2020-07,INFINITI,,Petrol,Sedan,8
2020-07,JAGUAR,,Petrol,Sedan,6
2020-07,JEEP,,Petrol,Sedan,
2020-07,KIA,,Petrol,Sedan,165
2020-07,KIA,,Diesel,Sedan,
2020-07,KIA,,Others,Sedan,
2020-07,LAMBORGHINI,,Petrol,Sedan,
2020-07,LAND ROVER,,Petrol,Sedan,
2020-07,LAND ROVER,,Diesel,Sedan,
2020-07,LAND ROVER,,Others,Sedan,
2020-07,M.G.,,Petrol,Sedan,
2020-07,M.G.,,Others,Sedan,
2020-07,MASERATI,,Petrol,Sedan,7
2020-07,MAXUS,,Petrol,Sedan,
2020-07,MAZDA,,Petrol,Sedan,70
2020-07,MAZDA,,Others,Sedan,85
2020-07,MCLAREN,,Petrol,Sedan,
2020-07,MERCEDES BENZ,,Petrol,Sedan,285
2020-07,MERCEDES BENZ,,Diesel,Sedan,3
2020-07,MERCEDES BENZ,,Others,Sedan,23
2020-07,MINI,,Petrol,Sedan,
2020-07,MITSUBISHI,,Petrol,Sedan,100
2020-07,NISSAN,,Petrol,Sedan,27
2020-07,NISSAN,,Others,Sedan,
